Fecha,Hora,Categoría,Ubicación,Género,Código Cliente,Cliente Recurrente,Proveedor,Nombre del producto,Marca,Precio unitario,Cantidad_vendida,Ingresos,CompraAlta,Categoría_num,Ubicación_num,Género_num
2022-06-08,11:37:29.662415,Abrigos,Tienda C,Masculino,1070,1,Proveedor B,Chaqueta Ligera,Ascender,45,5,225,1,0,3,1
2022-06-08,22:35:01.125281,Accesorios,Tienda A,No especificado,1070,1,Proveedor D,Gorra,New Era,10,5,50,1,1,1,2
2022-06-09,09:32:32.588147,Accesorios,Online,Masculino,1099,1,Proveedor B,Gorra,New Era,10,5,50,1,1,0,1
2022-06-09,20:30:04.051012,Pantalones,Online,Femenino,1096,1,Proveedor D,Pantalón Deportivo,Adidas,30,5,150,1,3,0,0
2022-06-10,07:27:35.513878,Zapatos,Tienda C,Femenino,1057,1,Proveedor A,Zapatos Formales,Park Avenue,70,5,350,1,4,3,0
2022-06-10,18:25:06.976744,Pantalones,Tienda A,No especificado,1096,1,Proveedor C,Pantalón Chino,Dockers,35,5,175,1,3,1,2
2022-06-11,05:22:38.439609,Pantalones,Tienda B,Femenino,1026,1,Proveedor A,Pantalón Chino,Dockers,35,5,175,1,3,2,0
2022-06-11,16:20:09.902475,Abrigos,Tienda C,No especificado,1092,1,Proveedor C,Abrigo Largo,Canada Goose,100,5,500,1,0,3,2
2022-06-12,03:17:41.365341,Camisetas,Online,Femenino,1001,1,Proveedor B,Camiseta Básica,Hanes,15,5,75,1,2,0,0
2022-06-12,14:15:12.828207,Abrigos,Tienda A,No especificado,1021,1,Proveedor D,Chaqueta Ligera,Ascender,45,5,225,1,0,1,2
2022-06-13,01:12:44.291072,Pantalones,Tienda B,Masculino,1041,1,Proveedor B,Pantalón Deportivo,Adidas,30,5,150,1,3,2,1
2022-06-13,12:10:15.753938,Camisetas,Tienda C,Femenino,1081,1,Proveedor A,Camiseta Casual,Uniqlo,25,5,125,1,2,3,0
2022-06-13,23:07:47.216804,Abrigos,Tienda C,Femenino,1067,1,Proveedor C,Sudadera con Capucha,Champion,35,5,175,1,0,3,0
2022-06-14,10:05:18.679669,Abrigos,Online,No especificado,1022,1,Proveedor D,Chaqueta Ligera,Ascender,45,5,225,1,0,0,2
2022-06-14,21:02:50.142535,Camisetas,Tienda A,No especificado,1079,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,5,100,1,2,1,2
2022-06-15,08:00:21.605401,Abrigos,Tienda A,Masculino,1013,1,Proveedor B,Chaqueta Ligera,Ascender,45,5,225,1,0,1,1
2022-06-15,18:57:53.068267,Zapatos,Tienda A,No especificado,1021,1,Proveedor B,Zapatos Formales,Park Avenue,70,5,350,1,4,1,2
2022-06-16,05:55:24.531132,Abrigos,Online,Masculino,1023,1,Proveedor A,Abrigo Largo,Langford Parka,100,5,500,1,0,0,1
2022-06-16,16:52:55.993998,Zapatos,Tienda A,Masculino,1093,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,5,350,1,4,1,1
2022-06-17,03:50:27.456864,Zapatos,Tienda C,Masculino,1054,1,Proveedor C,Zapatos Formales,Park Avenue,70,5,350,1,4,3,1
2022-06-17,14:47:58.919729,Zapatos,Tienda A,Masculino,1006,1,Proveedor D,Botas de Invierno,Timberland,80,5,400,1,4,1,1
2022-06-18,01:45:30.382595,Accesorios,Tienda A,Femenino,1039,1,Proveedor A,Gorra,New Era,10,5,50,1,1,1,0
2022-06-18,12:43:01.845461,Abrigos,Tienda B,Masculino,1019,1,Proveedor D,Sudadera con Capucha,Champion,35,5,175,1,0,2,1
2022-06-18,23:40:33.308327,Zapatos,Tienda A,Femenino,1029,1,Proveedor D,Zapatos Formales,Park Avenue,70,5,350,1,4,1,0
2022-06-19,10:38:04.771192,Camisetas,Online,Masculino,1015,1,Proveedor B,Camiseta Casual,Uniqlo,25,5,125,1,2,0,1
2022-06-19,21:35:36.234058,Camisetas,Tienda A,Masculino,1089,1,Proveedor C,Camiseta Deportiva,Nike,20,5,100,1,2,1,1
2022-06-20,08:33:07.696924,Camisetas,Tienda C,No especificado,1076,1,Proveedor B,Camiseta Deportiva,Nike,20,5,100,1,2,3,2
2022-06-20,19:30:39.159789,Pantalones,Tienda C,No especificado,1039,1,Proveedor A,Pantalón Deportivo,Adidas,30,5,150,1,3,3,2
2022-06-21,06:28:10.622655,Accesorios,Tienda C,Masculino,1073,1,Proveedor D,Cinturón,Grant,15,5,75,1,1,3,1
2022-06-21,17:25:42.085521,Camisetas,Online,Masculino,1077,1,Proveedor D,Camiseta Casual,Uniqlo,25,5,125,1,2,0,1
2022-06-22,04:23:13.548387,Camisetas,Tienda A,Femenino,1038,1,Proveedor C,Camiseta Deportiva,Nike,20,5,100,1,2,1,0
2022-06-22,15:20:45.011252,Zapatos,Tienda B,No especificado,1059,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,2,2
2022-06-23,02:18:16.474118,Zapatos,Tienda C,Femenino,1091,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,3,0
2022-06-23,13:15:47.936984,Zapatos,Tienda C,No especificado,1050,1,Proveedor C,Botas de Invierno,Timberland,80,5,400,1,4,3,2
2022-06-24,00:13:19.399849,Pantalones,Tienda C,No especificado,1007,1,Proveedor C,Jeans Slim,Levis,40,5,200,1,3,3,2
2022-06-24,11:10:50.862715,Camisetas,Tienda B,No especificado,1004,1,Proveedor C,Camiseta Casual,Uniqlo,25,5,125,1,2,2,2
2022-06-24,22:08:22.325581,Pantalones,Tienda B,No especificado,1083,1,Proveedor C,Pantalón Deportivo,Adidas,30,5,150,1,3,2,2
2022-06-25,09:05:53.788447,Pantalones,Tienda A,Femenino,1081,1,Proveedor B,Pantalón Chino,Dockers,35,5,175,1,3,1,0
2022-06-25,20:03:25.251312,Abrigos,Online,Femenino,1050,1,Proveedor D,Abrigo Largo,Canada Goose,100,5,500,1,0,0,0
2022-06-26,07:00:56.714178,Camisetas,Tienda C,Masculino,1000,1,Proveedor C,Camiseta Casual,Uniqlo,25,5,125,1,2,3,1
2022-06-26,17:58:28.177044,Abrigos,Online,Masculino,1061,1,Proveedor C,Abrigo Largo,Langford Parka,100,5,500,1,0,0,1
2022-06-27,04:55:59.639909,Abrigos,Tienda C,No especificado,1076,1,Proveedor B,Sudadera con Capucha,Champion,35,5,175,1,0,3,2
2022-06-27,15:53:31.102775,Zapatos,Tienda A,Femenino,1087,1,Proveedor A,Botas de Invierno,Timberland,80,5,400,1,4,1,0
2022-06-28,02:51:02.565641,Zapatos,Tienda B,Femenino,1087,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,2,0
2022-06-28,13:48:34.028507,Zapatos,Tienda A,Femenino,1086,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,5,350,1,4,1,0
2022-06-29,00:46:05.491372,Pantalones,Tienda B,No especificado,1026,1,Proveedor C,Pantalón Deportivo,Adidas,30,5,150,1,3,2,2
2022-06-29,11:43:36.954238,Accesorios,Tienda B,No especificado,1033,1,Proveedor A,Bufanda,Check,12,5,60,1,1,2,2
2022-06-29,22:41:08.417104,Pantalones,Tienda C,Femenino,1007,1,Proveedor C,Pantalón Chino,Dockers,35,5,175,1,3,3,0
2022-06-30,09:38:39.879970,Accesorios,Tienda A,Masculino,1043,1,Proveedor D,Cinturón,Grant,15,5,75,1,1,1,1
2022-06-30,20:36:11.342835,Abrigos,Online,Masculino,1000,1,Proveedor B,Sudadera con Capucha,Champion,35,5,175,1,0,0,1
2022-07-01,07:33:42.805701,Abrigos,Tienda C,No especificado,1067,1,Proveedor C,Sudadera con Capucha,Club Hoodie,35,5,175,1,0,3,2
2022-07-01,18:31:14.268567,Zapatos,Tienda A,Femenino,1053,1,Proveedor B,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,1,0
2022-07-02,05:28:45.731432,Abrigos,Online,No especificado,1084,1,Proveedor C,Chaqueta Ligera,Ascender,45,5,225,1,0,0,2
2022-07-02,16:26:17.194298,Zapatos,Online,Femenino,1013,1,Proveedor D,Botas de Invierno,Timberland,80,5,400,1,4,0,0
2022-07-03,03:23:48.657164,Zapatos,Tienda B,Masculino,1059,1,Proveedor C,Botas de Invierno,Timberland,80,5,400,1,4,2,1
2022-07-03,14:21:20.120030,Abrigos,Tienda B,Femenino,1082,1,Proveedor C,Abrigo Largo,Canada Goose,100,5,500,1,0,2,0
2022-07-04,01:18:51.582895,Zapatos,Tienda B,Masculino,1026,1,Proveedor C,Botas de Invierno,Timberland,80,5,400,1,4,2,1
2022-07-04,12:16:23.045761,Abrigos,Tienda A,No especificado,1004,1,Proveedor A,Abrigo Largo,Canada Goose,100,5,500,1,0,1,2
2022-07-04,23:13:54.508627,Abrigos,Online,Femenino,1035,1,Proveedor B,Sudadera con Capucha,Club Hoodie,35,5,175,1,0,0,0
2022-07-05,10:11:25.971492,Pantalones,Tienda B,Femenino,1043,1,Proveedor C,Jeans Slim,Slim Fit,40,5,200,1,3,2,0
2022-07-05,21:08:57.434358,Zapatos,Tienda C,No especificado,1003,1,Proveedor B,Botas de Invierno,Timberland,80,5,400,1,4,3,2
2022-07-06,08:06:28.897224,Zapatos,Tienda A,Masculino,1068,1,Proveedor C,Zapatos Formales,Allen Edmonds,70,5,350,1,4,1,1
2022-07-06,19:04:00.360090,Camisetas,Online,Femenino,1069,1,Proveedor A,Camiseta Básica,Hanes,15,5,75,1,2,0,0
2022-07-07,06:01:31.822955,Abrigos,Tienda A,Femenino,1054,1,Proveedor A,Chaqueta Ligera,Ascender,45,5,225,1,0,1,0
2022-07-07,16:59:03.285821,Accesorios,Tienda A,Femenino,1040,1,Proveedor A,Cinturón,Grant,15,5,75,1,1,1,0
2022-07-08,03:56:34.748687,Camisetas,Tienda A,Femenino,1073,1,Proveedor C,Camiseta Básica,Ultra Cotton,15,5,75,1,2,1,0
2022-07-08,14:54:06.211552,Camisetas,Tienda C,Masculino,1062,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,5,100,1,2,3,1
2022-07-09,01:51:37.674418,Abrigos,Tienda A,Femenino,1036,1,Proveedor D,Sudadera con Capucha,Club Hoodie,35,5,175,1,0,1,0
2022-07-09,12:49:09.137284,Zapatos,Tienda A,Masculino,1078,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,1,1
2022-07-09,23:46:40.600150,Zapatos,Online,No especificado,1039,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,0,2
2022-07-10,10:44:12.063015,Abrigos,Tienda B,Masculino,1073,1,Proveedor A,Sudadera con Capucha,Club Hoodie,35,5,175,1,0,2,1
2022-07-10,21:41:43.525881,Pantalones,Tienda C,Masculino,1001,1,Proveedor C,Pantalón Chino,Dockers,35,5,175,1,3,3,1
2022-07-11,08:39:14.988747,Accesorios,Tienda B,No especificado,1024,1,Proveedor C,Bufanda,Check,12,5,60,1,1,2,2
2022-07-11,19:36:46.451612,Zapatos,Tienda B,Masculino,1084,1,Proveedor A,Zapatos Formales,Allen Edmonds,70,5,350,1,4,2,1
2022-07-12,06:34:17.914478,Abrigos,Online,Masculino,1044,1,Proveedor B,Sudadera con Capucha,Champion,35,5,175,1,0,0,1
2022-07-12,17:31:49.377344,Accesorios,Tienda A,Femenino,1022,1,Proveedor C,Bufanda,Check,12,5,60,1,1,1,0
2022-07-13,04:29:20.840210,Accesorios,Tienda C,Masculino,1040,1,Proveedor A,Cinturón,Grant,15,5,75,1,1,3,1
2022-07-13,15:26:52.303075,Abrigos,Tienda A,Masculino,1047,1,Proveedor A,Chaqueta Ligera,Ascender,45,5,225,1,0,1,1
2022-07-14,02:24:23.765941,Pantalones,Tienda A,Masculino,1035,1,Proveedor A,Jeans Slim,Slim Fit,40,5,200,1,3,1,1
2022-07-14,13:21:55.228807,Accesorios,Online,Masculino,1057,1,Proveedor D,Gorra,New Era,10,5,50,1,1,0,1
2022-07-15,00:19:26.691672,Zapatos,Tienda B,No especificado,1036,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,5,350,1,4,2,2
2022-07-15,11:16:58.154538,Abrigos,Tienda B,Femenino,1077,1,Proveedor B,Sudadera con Capucha,Champion,35,5,175,1,0,2,0
2022-07-15,22:14:29.617404,Camisetas,Online,No especificado,1061,1,Proveedor A,Camiseta Casual,Uniqlo,25,5,125,1,2,0,2
2022-07-16,09:12:01.080270,Zapatos,Tienda C,No especificado,1083,1,Proveedor B,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,3,2
2022-07-16,20:09:32.543135,Zapatos,Tienda A,No especificado,1036,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,1,2
2022-07-17,07:07:04.006001,Zapatos,Tienda B,Femenino,1057,1,Proveedor B,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,2,0
2022-07-17,18:04:35.468867,Camisetas,Tienda A,Masculino,1026,1,Proveedor A,Camiseta Deportiva,Nike,20,5,100,1,2,1,1
2022-07-18,05:02:06.931732,Zapatos,Tienda C,No especificado,1003,1,Proveedor D,Botas de Invierno,Timberland,80,5,400,1,4,3,2
2022-07-18,15:59:38.394598,Accesorios,Online,No especificado,1066,1,Proveedor B,Cinturón,Grant,15,5,75,1,1,0,2
2022-07-19,02:57:09.857464,Camisetas,Tienda A,Masculino,1071,1,Proveedor D,Camiseta Casual,Uniqlo,25,5,125,1,2,1,1
2022-07-19,13:54:41.320330,Pantalones,Tienda C,Femenino,1057,1,Proveedor A,Jeans Slim,Levis,40,5,200,1,3,3,0
2022-07-20,00:52:12.783195,Camisetas,Online,Masculino,1034,1,Proveedor A,Camiseta Básica,Hanes,15,5,75,1,2,0,1
2022-07-20,11:49:44.246061,Zapatos,Tienda C,Femenino,1077,1,Proveedor A,Zapatos Formales,Allen Edmonds,70,5,350,1,4,3,0
2022-07-20,22:47:15.708927,Abrigos,Tienda A,No especificado,1019,1,Proveedor A,Chaqueta Ligera,Ascender,45,5,225,1,0,1,2
2022-07-21,09:44:47.171792,Zapatos,Tienda A,Masculino,1028,1,Proveedor C,Botas de Invierno,Timberland,80,5,400,1,4,1,1
2022-07-21,20:42:18.634658,Camisetas,Online,No especificado,1036,1,Proveedor A,Camiseta Casual,Uniqlo,25,5,125,1,2,0,2
2022-07-22,07:39:50.097524,Pantalones,Tienda A,Masculino,1054,1,Proveedor B,Pantalón Deportivo,Adidas,30,5,150,1,3,1,1
2022-07-22,18:37:21.560390,Pantalones,Tienda A,Masculino,1087,1,Proveedor B,Pantalón Chino,Dockers,35,5,175,1,3,1,1
2022-07-23,05:34:53.023255,Abrigos,Tienda C,Masculino,1056,1,Proveedor A,Abrigo Largo,Canada Goose,100,5,500,1,0,3,1
2022-07-23,16:32:24.486121,Camisetas,Tienda A,No especificado,1036,1,Proveedor C,Camiseta Deportiva,Nike,20,5,100,1,2,1,2
2022-07-24,03:29:55.948987,Abrigos,Tienda C,Femenino,1066,1,Proveedor A,Abrigo Largo,Canada Goose,100,5,500,1,0,3,0
2022-07-24,14:27:27.411852,Pantalones,Tienda A,No especificado,1017,1,Proveedor B,Pantalón Chino,Dockers,35,5,175,1,3,1,2
2022-07-25,01:24:58.874718,Accesorios,Tienda B,Masculino,1078,1,Proveedor A,Gorra,New Era,10,5,50,1,1,2,1
2022-07-25,12:22:30.337584,Abrigos,Tienda C,Masculino,1020,1,Proveedor B,Abrigo Largo,Canada Goose,100,5,500,1,0,3,1
2022-07-25,23:20:01.800450,Pantalones,Tienda B,No especificado,1098,1,Proveedor A,Jeans Slim,Slim Fit,40,5,200,1,3,2,2
2022-07-26,10:17:33.263315,Zapatos,Tienda B,Masculino,1087,1,Proveedor B,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,2,1
2022-07-26,21:15:04.726181,Zapatos,Online,Femenino,1049,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,0,0
2022-07-27,08:12:36.189047,Zapatos,Tienda A,No especificado,1075,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,5,350,1,4,1,2
2022-07-27,19:10:07.651912,Accesorios,Tienda A,No especificado,1096,1,Proveedor B,Gorra,New Era,10,5,50,1,1,1,2
2022-07-28,06:07:39.114778,Pantalones,Tienda A,Femenino,1032,1,Proveedor C,Pantalón Deportivo,Adidas,30,5,150,1,3,1,0
2022-07-28,17:05:10.577644,Zapatos,Tienda B,No especificado,1006,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,2,2
2022-07-29,04:02:42.040510,Zapatos,Tienda B,Masculino,1063,1,Proveedor B,Zapatos Formales,Park Avenue,70,5,350,1,4,2,1
2022-07-29,15:00:13.503375,Abrigos,Tienda C,Masculino,1089,1,Proveedor C,Abrigo Largo,Canada Goose,100,5,500,1,0,3,1
2022-07-30,01:57:44.966241,Pantalones,Tienda A,Masculino,1062,1,Proveedor B,Pantalón Chino,Dockers,35,5,175,1,3,1,1
2022-07-30,12:55:16.429107,Accesorios,Tienda A,Masculino,1053,1,Proveedor B,Cinturón,Grant,15,5,75,1,1,1,1
2022-07-30,23:52:47.891972,Pantalones,Tienda A,Femenino,1060,1,Proveedor A,Pantalón Deportivo,Adidas,30,5,150,1,3,1,0
2022-07-31,10:50:19.354838,Zapatos,Tienda C,No especificado,1085,1,Proveedor D,Zapatos Formales,Park Avenue,70,5,350,1,4,3,2
2022-07-31,21:47:50.817704,Pantalones,Tienda A,Femenino,1002,1,Proveedor C,Pantalón Deportivo,Adidas,30,5,150,1,3,1,0
2022-08-01,08:45:22.280570,Pantalones,Online,Femenino,1099,1,Proveedor C,Jeans Slim,Levis,40,5,200,1,3,0,0
2022-08-01,19:42:53.743435,Accesorios,Online,Masculino,1022,1,Proveedor A,Gorra,New Era,10,5,50,1,1,0,1
2022-08-02,06:40:25.206301,Camisetas,Tienda A,No especificado,1042,1,Proveedor A,Camiseta Básica,Hanes,15,5,75,1,2,1,2
2022-08-02,17:37:56.669167,Camisetas,Tienda A,Masculino,1065,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,5,100,1,2,1,1
2022-08-03,04:35:28.132033,Abrigos,Tienda C,Masculino,1013,1,Proveedor C,Sudadera con Capucha,Club Hoodie,35,5,175,1,0,3,1
2022-08-03,15:32:59.594898,Accesorios,Tienda A,Femenino,1034,1,Proveedor A,Cinturón,Grant,15,5,75,1,1,1,0
2022-08-04,02:30:31.057764,Abrigos,Tienda B,Masculino,1047,1,Proveedor D,Abrigo Largo,Canada Goose,100,5,500,1,0,2,1
2022-08-04,13:28:02.520630,Camisetas,Tienda A,Femenino,1056,1,Proveedor D,Camiseta Deportiva,Dri-FIT,20,5,100,1,2,1,0
2022-08-05,00:25:33.983495,Accesorios,Tienda C,Masculino,1081,1,Proveedor A,Cinturón,Grant,15,5,75,1,1,3,1
2022-08-05,11:23:05.446361,Accesorios,Tienda A,Femenino,1038,1,Proveedor A,Bufanda,Check,12,5,60,1,1,1,0
2022-08-05,22:20:36.909227,Zapatos,Tienda B,Femenino,1079,1,Proveedor C,Zapatos Formales,Park Avenue,70,5,350,1,4,2,0
2022-08-06,09:18:08.372093,Zapatos,Tienda B,No especificado,1006,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,5,350,1,4,2,2
2022-08-06,20:15:39.834958,Abrigos,Tienda A,Femenino,1035,1,Proveedor C,Abrigo Largo,Langford Parka,100,5,500,1,0,1,0
2022-08-07,07:13:11.297824,Abrigos,Tienda A,Masculino,1090,1,Proveedor B,Abrigo Largo,Canada Goose,100,5,500,1,0,1,1
2022-08-07,18:10:42.760690,Pantalones,Online,Femenino,1087,1,Proveedor A,Pantalón Deportivo,Adidas,30,5,150,1,3,0,0
2022-08-08,05:08:14.223555,Zapatos,Tienda B,No especificado,1084,1,Proveedor C,Botas de Invierno,Timberland,80,5,400,1,4,2,2
2022-08-08,16:05:45.686421,Camisetas,Tienda B,No especificado,1032,1,Proveedor B,Camiseta Casual,Uniqlo,25,5,125,1,2,2,2
2022-08-09,03:03:17.149287,Zapatos,Tienda B,Masculino,1069,1,Proveedor B,Botas de Invierno,Timberland,80,5,400,1,4,2,1
2022-08-09,14:00:48.612153,Camisetas,Tienda C,Femenino,1006,1,Proveedor C,Camiseta Casual,Uniqlo,25,5,125,1,2,3,0
2022-08-10,00:58:20.075018,Abrigos,Tienda C,Femenino,1020,1,Proveedor D,Sudadera con Capucha,Club Hoodie,35,5,175,1,0,3,0
2022-08-10,11:55:51.537884,Accesorios,Tienda B,Masculino,1012,1,Proveedor D,Cinturón,Grant,15,5,75,1,1,2,1
2022-08-10,22:53:23.000750,Camisetas,Tienda C,No especificado,1073,1,Proveedor C,Camiseta Básica,Gildan,15,5,75,1,2,3,2
2022-08-11,09:50:54.463615,Zapatos,Tienda C,Masculino,1089,1,Proveedor D,Botas de Invierno,Timberland,80,5,400,1,4,3,1
2022-08-11,20:48:25.926481,Pantalones,Tienda C,No especificado,1011,1,Proveedor B,Pantalón Deportivo,Adidas,30,5,150,1,3,3,2
2022-08-12,07:45:57.389347,Accesorios,Tienda A,No especificado,1017,1,Proveedor B,Bufanda,Check,12,5,60,1,1,1,2
2022-08-12,18:43:28.852213,Camisetas,Tienda B,Femenino,1001,1,Proveedor B,Camiseta Básica,Ultra Cotton,15,5,75,1,2,2,0
2022-08-13,05:41:00.315078,Accesorios,Tienda A,No especificado,1085,1,Proveedor A,Bufanda,Check,12,5,60,1,1,1,2
2022-08-13,16:38:31.777944,Accesorios,Tienda B,Femenino,1098,1,Proveedor B,Cinturón,Grant,15,5,75,1,1,2,0
2022-08-14,03:36:03.240810,Camisetas,Tienda C,Femenino,1099,1,Proveedor C,Camiseta Casual,Uniqlo,25,5,125,1,2,3,0
2022-08-14,14:33:34.703675,Camisetas,Online,Femenino,1039,1,Proveedor C,Camiseta Básica,Ultra Cotton,15,5,75,1,2,0,0
2022-08-15,01:31:06.166541,Pantalones,Tienda C,Masculino,1034,1,Proveedor D,Jeans Slim,Slim Fit,40,5,200,1,3,3,1
2022-08-15,12:28:37.629407,Zapatos,Online,Femenino,1026,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,0,0
2022-08-15,23:26:09.092273,Zapatos,Tienda A,Masculino,1050,1,Proveedor A,Botas de Invierno,Timberland,80,5,400,1,4,1,1
2022-08-16,10:23:40.555138,Accesorios,Tienda B,No especificado,1068,1,Proveedor D,Bufanda,Check,12,5,60,1,1,2,2
2022-08-16,21:21:12.018004,Accesorios,Tienda A,Femenino,1017,1,Proveedor D,Cinturón,Grant,15,5,75,1,1,1,0
2022-08-17,08:18:43.480870,Camisetas,Tienda C,Femenino,1076,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,5,100,1,2,3,0
2022-08-17,19:16:14.943735,Accesorios,Tienda C,Masculino,1088,1,Proveedor A,Cinturón,Grant,15,5,75,1,1,3,1
2022-08-18,06:13:46.406601,Zapatos,Tienda C,No especificado,1010,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,3,2
2022-08-18,17:11:17.869467,Abrigos,Online,No especificado,1028,1,Proveedor B,Abrigo Largo,Canada Goose,100,5,500,1,0,0,2
2022-08-19,04:08:49.332333,Accesorios,Tienda B,Masculino,1047,1,Proveedor C,Gorra,New Era,10,5,50,1,1,2,1
2022-08-19,15:06:20.795198,Pantalones,Tienda C,No especificado,1094,1,Proveedor C,Pantalón Chino,Dockers,35,5,175,1,3,3,2
2022-08-20,02:03:52.258064,Zapatos,Tienda C,No especificado,1079,1,Proveedor D,Zapatos Formales,Park Avenue,70,5,350,1,4,3,2
2022-08-20,13:01:23.720930,Camisetas,Tienda A,Femenino,1077,1,Proveedor A,Camiseta Deportiva,Nike,20,5,100,1,2,1,0
2022-08-20,23:58:55.183795,Camisetas,Tienda C,No especificado,1001,1,Proveedor A,Camiseta Casual,Uniqlo,25,5,125,1,2,3,2
2022-08-21,10:56:26.646661,Pantalones,Tienda C,Masculino,1096,1,Proveedor B,Pantalón Deportivo,Adidas,30,5,150,1,3,3,1
2022-08-21,21:53:58.109527,Accesorios,Tienda C,No especificado,1043,1,Proveedor C,Gorra,New Era,10,5,50,1,1,3,2
2022-08-22,08:51:29.572393,Zapatos,Tienda A,Masculino,1001,1,Proveedor B,Botas de Invierno,Timberland,80,5,400,1,4,1,1
2022-08-22,19:49:01.035258,Zapatos,Tienda C,Masculino,1079,1,Proveedor C,Botas de Invierno,Timberland,80,5,400,1,4,3,1
2022-08-23,06:46:32.498124,Zapatos,Tienda C,Femenino,1041,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,3,0
2022-08-23,17:44:03.960990,Abrigos,Tienda C,Femenino,1045,1,Proveedor B,Chaqueta Ligera,Ascender,45,5,225,1,0,3,0
2022-08-24,04:41:35.423855,Accesorios,Tienda A,Femenino,1078,1,Proveedor D,Bufanda,Check,12,5,60,1,1,1,0
2022-08-24,15:39:06.886721,Accesorios,Tienda A,No especificado,1083,1,Proveedor A,Gorra,New Era,10,5,50,1,1,1,2
2022-08-25,02:36:38.349587,Abrigos,Tienda C,Masculino,1053,1,Proveedor B,Chaqueta Ligera,Ascender,45,5,225,1,0,3,1
2022-08-25,13:34:09.812453,Zapatos,Tienda A,Femenino,1026,1,Proveedor D,Zapatos Formales,Park Avenue,70,5,350,1,4,1,0
2022-08-26,00:31:41.275318,Pantalones,Tienda A,No especificado,1053,1,Proveedor A,Pantalón Chino,Dockers,35,5,175,1,3,1,2
2022-08-26,11:29:12.738184,Zapatos,Tienda C,Masculino,1046,1,Proveedor C,Botas de Invierno,Timberland,80,5,400,1,4,3,1
2022-08-26,22:26:44.201050,Abrigos,Tienda B,Masculino,1080,1,Proveedor D,Abrigo Largo,Langford Parka,100,5,500,1,0,2,1
2022-08-27,09:24:15.663915,Accesorios,Tienda A,Masculino,1053,1,Proveedor C,Gorra,New Era,10,5,50,1,1,1,1
2022-08-27,20:21:47.126781,Pantalones,Tienda A,Masculino,1048,1,Proveedor A,Pantalón Chino,Dockers,35,5,175,1,3,1,1
2022-08-28,07:19:18.589647,Accesorios,Online,Femenino,1073,1,Proveedor A,Bufanda,Check,12,5,60,1,1,0,0
2022-08-28,18:16:50.052513,Pantalones,Tienda B,Femenino,1002,1,Proveedor D,Jeans Slim,Levis,40,5,200,1,3,2,0
2022-08-29,05:14:21.515378,Camisetas,Online,Femenino,1004,1,Proveedor C,Camiseta Básica,Hanes,15,5,75,1,2,0,0
2022-08-29,16:11:52.978244,Camisetas,Tienda A,No especificado,1031,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,5,100,1,2,1,2
2022-08-30,03:09:24.441110,Zapatos,Tienda C,Femenino,1002,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,5,250,1,4,3,0
2022-08-30,14:06:55.903976,Accesorios,Tienda B,Masculino,1016,1,Proveedor B,Gorra,New Era,10,5,50,1,1,2,1
2022-08-31,01:04:27.366841,Accesorios,Tienda C,Masculino,1040,1,Proveedor C,Cinturón,Grant,15,5,75,1,1,3,1
2022-08-31,12:01:58.829707,Abrigos,Tienda B,Masculino,1090,1,Proveedor C,Sudadera con Capucha,Club Hoodie,35,5,175,1,0,2,1
2022-08-31,22:59:30.292573,Pantalones,Online,No especificado,1057,1,Proveedor A,Pantalón Deportivo,Adidas,30,5,150,1,3,0,2
2022-09-01,09:57:01.755438,Accesorios,Tienda C,Masculino,1047,1,Proveedor D,Bufanda,Check,12,5,60,1,1,3,1
2022-09-01,20:54:33.218304,Accesorios,Tienda C,No especificado,1061,1,Proveedor B,Bufanda,Check,12,5,60,1,1,3,2
2022-09-02,07:52:04.681170,Accesorios,Tienda B,Femenino,1016,1,Proveedor C,Bufanda,Check,12,5,60,1,1,2,0
